order_id,customer_id,order_date,channel,branch_name,state
540,2404,2023-10-03,In-Store,Los Angeles Store,California
541,2026,2025-06-10,Online,San Francisco Store,California
542,925,2023-01-13,In-Store,San Francisco Store,California
543,1297,2025-10-23,Online,Los Angeles Store,California
544,1604,2025-09-04,In-Store,San Francisco Store,California
545,1597,2025-08-31,Online,Los Angeles Store,California
546,123,2023-06-24,In-Store,Los Angeles Store,California
547,708,2023-08-29,Online,Los Angeles Store,California
548,2378,2024-06-30,In-Store,Miami Store,Florida
549,991,2023-01-14,In-Store,Los Angeles Store,California
550,2371,2024-12-25,Online,Miami Store,Florida
551,2041,2023-01-03,Online,Los Angeles Store,California
552,2481,2024-11-21,In-Store,Los Angeles Store,California
553,710,2025-01-16,Online,Los Angeles Store,California
554,794,2025-02-07,In-Store,San Francisco Store,California
555,712,2025-05-21,Online,Miami Store,Florida
556,1718,2024-05-09,In-Store,Miami Store,Florida
557,257,2024-02-21,In-Store,Los Angeles Store,California
558,1213,2024-09-19,In-Store,Los Angeles Store,California
559,871,2025-12-11,In-Store,San Francisco Store,California
560,1732,2025-10-17,In-Store,San Francisco Store,California
561,809,2023-05-22,In-Store,San Francisco Store,California
562,271,2023-02-15,Online,Miami Store,Florida
563,1544,2025-04-23,Online,Miami Store,Florida
564,550,2025-10-05,Online,Miami Store,Florida
565,1138,2023-01-10,In-Store,Los Angeles Store,California
566,568,2024-10-25,In-Store,Miami Store,Florida
567,359,2024-07-26,In-Store,Houston Store,Texas
568,1674,2024-10-10,In-Store,Houston Store,Texas
569,1638,2025-07-01,Online,San Francisco Store,California
570,1358,2024-10-01,Online,Miami Store,Florida
571,1713,2024-09-07,In-Store,Houston Store,Texas
572,1363,2024-11-28,Online,San Francisco Store,California
573,798,2025-06-27,Online,Miami Store,Florida
574,1285,2023-06-27,In-Store,Los Angeles Store,California
575,887,2025-05-18,Online,Houston Store,Texas
576,1759,2025-10-26,In-Store,Los Angeles Store,California
577,1223,2025-05-02,Online,Miami Store,Florida
578,2259,2023-11-03,In-Store,Houston Store,Texas
579,287,2024-07-01,In-Store,Miami Store,Florida
580,1716,2023-11-23,In-Store,Los Angeles Store,California
581,1786,2024-01-30,In-Store,Houston Store,Texas
582,743,2023-10-27,Online,Los Angeles Store,California
583,1506,2025-01-18,In-Store,Miami Store,Florida
584,2041,2023-10-12,In-Store,Miami Store,Florida
585,1047,2023-11-26,In-Store,Los Angeles Store,California
586,296,2023-02-19,Online,Houston Store,Texas
587,2054,2025-02-11,In-Store,Los Angeles Store,California
588,681,2024-01-13,Online,Miami Store,Florida
589,1892,2025-09-26,In-Store,Los Angeles Store,California
590,795,2025-02-12,Online,Miami Store,Florida
591,203,2025-12-19,Online,Los Angeles Store,California
592,325,2025-05-17,In-Store,Houston Store,Texas
593,2292,2023-01-03,Online,Houston Store,Texas
594,327,2025-01-17,In-Store,Los Angeles Store,California
595,987,2023-10-02,In-Store,Los Angeles Store,California
596,761,2023-08-03,In-Store,Houston Store,Texas
597,1037,2023-11-25,Online,Miami Store,Florida
598,907,2023-09-12,Online,Houston Store,Texas
599,1404,2023-05-06,In-Store,Miami Store,Florida
600,365,2025-02-05,In-Store,Los Angeles Store,California
601,1245,2023-08-05,Online,Los Angeles Store,California
602,2121,2025-04-11,In-Store,Miami Store,Florida
603,1649,2023-07-01,In-Store,Los Angeles Store,California
604,1070,2023-11-30,In-Store,Miami Store,Florida
605,274,2024-05-25,Online,San Francisco Store,California
606,2256,2024-01-18,Online,Houston Store,Texas
607,1953,2023-11-28,Online,San Francisco Store,California
608,1885,2025-06-18,In-Store,Miami Store,Florida
609,124,2024-10-03,In-Store,Houston Store,Texas
610,1353,2024-09-25,In-Store,Miami Store,Florida
611,1692,2024-03-26,Online,Houston Store,Texas
612,2108,2023-07-15,In-Store,Houston Store,Texas
613,442,2024-04-02,In-Store,Houston Store,Texas
614,1241,2025-04-09,In-Store,Houston Store,Texas
615,911,2023-09-14,In-Store,Miami Store,Florida
616,1026,2023-01-09,Online,Houston Store,Texas
617,1560,2025-01-30,Online,Houston Store,Texas
618,1742,2025-08-06,In-Store,San Francisco Store,California
619,1735,2025-12-18,Online,Los Angeles Store,California
620,626,2025-06-05,Online,Los Angeles Store,California
621,1691,2024-01-28,In-Store,San Francisco Store,California
622,998,2024-02-03,In-Store,San Francisco Store,California
623,91,2023-11-27,Online,Miami Store,Florida
624,2215,2024-04-24,In-Store,Miami Store,Florida
625,207,2023-05-14,Online,Miami Store,Florida
626,1089,2025-07-04,In-Store,San Francisco Store,California
627,1912,2025-07-23,Online,San Francisco Store,California
628,516,2023-12-21,In-Store,Houston Store,Texas
629,1181,2024-08-06,Online,Miami Store,Florida
630,1793,2024-09-16,Online,Miami Store,Florida
631,2354,2023-10-17,Online,Miami Store,Florida
632,1902,2025-04-04,In-Store,Los Angeles Store,California
633,2006,2024-09-20,Online,Houston Store,Texas
634,395,2025-10-15,Online,Miami Store,Florida
635,1098,2024-09-23,In-Store,Miami Store,Florida
636,187,2023-11-23,In-Store,Miami Store,Florida
637,1598,2023-07-29,Online,Los Angeles Store,California
638,1592,2024-09-27,Online,Los Angeles Store,California
639,730,2025-05-17,In-Store,San Francisco Store,California
640,240,2024-03-03,In-Store,Houston Store,Texas
641,141,2024-01-28,In-Store,San Francisco Store,California
642,139,2025-04-05,In-Store,Houston Store,Texas
643,70,2025-07-04,In-Store,Los Angeles Store,California
644,385,2023-12-14,Online,Miami Store,Florida
645,630,2023-02-19,In-Store,San Francisco Store,California
646,2246,2025-07-04,Online,Miami Store,Florida
647,205,2025-11-16,Online,San Francisco Store,California
648,1750,2025-08-25,Online,Los Angeles Store,California
649,568,2025-03-10,In-Store,Los Angeles Store,California
650,982,2025-10-13,Online,Los Angeles Store,California
651,805,2024-10-10,Online,San Francisco Store,California
652,1711,2023-10-28,In-Store,Houston Store,Texas
653,882,2023-06-15,Online,San Francisco Store,California
654,2036,2023-11-12,Online,Houston Store,Texas
655,974,2023-01-01,In-Store,San Francisco Store,California
656,640,2025-10-16,Online,San Francisco Store,California
657,1455,2023-03-04,Online,Los Angeles Store,California
658,325,2024-04-27,Online,Miami Store,Florida
659,442,2023-08-10,In-Store,Miami Store,Florida
660,804,2023-06-01,In-Store,Houston Store,Texas
661,2336,2024-10-05,In-Store,Miami Store,Florida
662,226,2024-09-17,Online,San Francisco Store,California
663,1088,2023-08-05,Online,San Francisco Store,California
664,967,2023-07-15,In-Store,Los Angeles Store,California
665,560,2025-09-21,Online,Los Angeles Store,California
666,714,2025-10-11,Online,Miami Store,Florida
667,498,2024-10-08,In-Store,Houston Store,Texas
668,2108,2024-12-08,In-Store,Miami Store,Florida
669,257,2025-12-16,Online,Miami Store,Florida
670,577,2024-12-22,Online,Miami Store,Florida
671,2287,2024-10-01,Online,Miami Store,Florida
672,38,2023-04-16,In-Store,San Francisco Store,California
673,2073,2023-06-14,In-Store,Houston Store,Texas
674,410,2023-08-03,In-Store,San Francisco Store,California
675,461,2025-12-30,In-Store,Houston Store,Texas
676,1441,2023-03-31,Online,Los Angeles Store,California
677,2405,2025-05-23,In-Store,Miami Store,Florida
678,383,2024-08-30,In-Store,San Francisco Store,California
679,1833,2023-12-15,In-Store,Houston Store,Texas
680,569,2025-06-12,In-Store,Los Angeles Store,California
681,1072,2023-09-03,In-Store,Los Angeles Store,California
682,433,2023-09-29,Online,Miami Store,Florida
683,56,2024-02-07,Online,Houston Store,Texas
684,2316,2025-11-05,In-Store,San Francisco Store,California
685,2117,2025-08-18,Online,Miami Store,Florida
686,1752,2025-06-16,In-Store,San Francisco Store,California
687,2048,2025-12-15,In-Store,Los Angeles Store,California
688,902,2023-10-11,Online,San Francisco Store,California
689,1625,2024-05-31,Online,San Francisco Store,California
690,257,2024-09-09,In-Store,Miami Store,Florida
691,672,2024-09-03,In-Store,San Francisco Store,California
692,490,2025-01-19,In-Store,Miami Store,Florida
693,2097,2024-02-04,Online,Los Angeles Store,California
694,1683,2023-03-27,In-Store,Miami Store,Florida
695,316,2023-11-16,In-Store,Miami Store,Florida
696,2461,2025-11-21,In-Store,Houston Store,Texas
697,434,2023-12-02,Online,San Francisco Store,California
698,1026,2023-02-20,In-Store,Los Angeles Store,California
699,1976,2023-06-23,In-Store,Miami Store,Florida
700,1980,2024-05-15,Online,Los Angeles Store,California
701,1390,2023-03-17,In-Store,Houston Store,Texas
702,420,2023-11-12,In-Store,San Francisco Store,California
703,1597,2024-11-27,Online,Miami Store,Florida
704,1585,2025-10-06,In-Store,San Francisco Store,California
705,844,2025-01-01,Online,Houston Store,Texas
706,1468,2025-12-30,Online,Houston Store,Texas
707,434,2025-08-26,In-Store,Los Angeles Store,California
708,1579,2025-05-03,In-Store,Miami Store,Florida
709,2105,2024-10-27,In-Store,Los Angeles Store,California
710,964,2024-10-13,In-Store,Houston Store,Texas
711,977,2025-12-30,Online,San Francisco Store,California
712,46,2023-02-15,In-Store,Los Angeles Store,California
713,1194,2025-12-06,Online,Los Angeles Store,California
714,417,2023-05-29,In-Store,San Francisco Store,California
715,848,2025-06-28,In-Store,Los Angeles Store,California
716,2187,2024-03-31,In-Store,San Francisco Store,California
717,247,2025-05-26,Online,Miami Store,Florida
718,230,2025-08-23,In-Store,San Francisco Store,California
719,792,2025-05-18,In-Store,Miami Store,Florida
720,637,2025-07-17,In-Store,San Francisco Store,California
721,2422,2025-10-20,In-Store,Houston Store,Texas
722,738,2025-09-27,Online,Houston Store,Texas
723,1089,2025-02-12,In-Store,Miami Store,Florida
724,88,2023-09-01,Online,Miami Store,Florida
725,713,2024-04-18,Online,Houston Store,Texas
726,1750,2024-01-17,Online,Miami Store,Florida
727,1228,2024-05-03,Online,San Francisco Store,California
728,1937,2025-11-26,Online,San Francisco Store,California
729,1406,2024-02-01,Online,Houston Store,Texas
730,601,2023-10-23,In-Store,Los Angeles Store,California
731,1500,2023-04-17,Online,San Francisco Store,California
732,214,2025-05-09,Online,Miami Store,Florida
733,2122,2025-08-11,Online,Los Angeles Store,California
734,2109,2024-06-13,In-Store,Los Angeles Store,California
735,698,2025-07-22,In-Store,San Francisco Store,California
736,1243,2023-10-15,Online,San Francisco Store,California
737,2060,2024-12-06,In-Store,Los Angeles Store,California
738,2080,2023-08-03,Online,Los Angeles Store,California
739,1184,2025-01-01,Online,Houston Store,Texas
740,1001,2023-12-10,In-Store,Miami Store,Florida
741,237,2023-07-13,Online,Houston Store,Texas
742,1205,2023-06-07,In-Store,San Francisco Store,California
743,1482,2024-04-09,In-Store,Houston Store,Texas
744,1104,2023-04-14,Online,Houston Store,Texas
745,647,2023-02-03,Online,Houston Store,Texas
746,473,2024-09-30,In-Store,Houston Store,Texas
747,112,2023-11-21,Online,Miami Store,Florida
748,1846,2024-11-21,Online,Miami Store,Florida
749,1655,2024-08-14,Online,Los Angeles Store,California
750,383,2023-05-21,In-Store,San Francisco Store,California
751,17,2024-04-18,In-Store,Houston Store,Texas
752,493,2025-11-20,Online,Los Angeles Store,California
753,1897,2025-06-02,In-Store,Los Angeles Store,California
754,1510,2023-03-04,In-Store,Los Angeles Store,California
755,117,2023-10-31,In-Store,Miami Store,Florida
756,1579,2025-12-20,In-Store,Houston Store,Texas
757,880,2024-01-31,In-Store,Houston Store,Texas
758,2163,2023-11-30,Online,San Francisco Store,California
759,1819,2025-02-24,Online,Houston Store,Texas
760,1573,2024-02-15,Online,Houston Store,Texas
761,1649,2023-10-11,In-Store,Los Angeles Store,California
762,644,2024-04-10,In-Store,San Francisco Store,California
763,1360,2023-03-21,Online,Houston Store,Texas
764,336,2025-02-22,In-Store,Miami Store,Florida
765,147,2025-01-02,Online,Houston Store,Texas
766,122,2023-03-18,Online,Los Angeles Store,California
767,81,2024-05-23,Online,Miami Store,Florida
768,2423,2025-10-29,In-Store,Los Angeles Store,California
769,2111,2024-04-06,In-Store,Houston Store,Texas
770,504,2023-09-02,Online,Miami Store,Florida
771,668,2023-05-02,Online,San Francisco Store,California
772,2497,2023-07-04,Online,San Francisco Store,California
773,1445,2023-02-01,Online,Miami Store,Florida
774,1346,2025-09-24,In-Store,Miami Store,Florida
775,1190,2025-01-31,In-Store,Los Angeles Store,California
776,1621,2024-07-22,Online,Miami Store,Florida
777,1981,2023-11-06,Online,Los Angeles Store,California
778,1673,2025-04-09,In-Store,Houston Store,Texas
779,459,2025-09-18,In-Store,Los Angeles Store,California
780,1213,2025-12-15,Online,Miami Store,Florida
781,464,2025-03-01,Online,Miami Store,Florida
782,912,2024-04-08,Online,Houston Store,Texas
783,2427,2024-11-08,In-Store,Miami Store,Florida
784,1026,2025-09-05,In-Store,Miami Store,Florida
785,2412,2024-10-31,In-Store,San Francisco Store,California
786,72,2024-11-28,Online,San Francisco Store,California
787,1451,2025-09-20,Online,Houston Store,Texas
788,1194,2023-03-19,In-Store,Los Angeles Store,California
789,1849,2024-06-17,In-Store,San Francisco Store,California
790,2385,2023-04-18,Online,Los Angeles Store,California
791,2023,2025-02-02,In-Store,Miami Store,Florida
792,2243,2023-01-15,In-Store,San Francisco Store,California
793,1012,2024-01-05,Online,Houston Store,Texas
794,653,2023-07-24,In-Store,Houston Store,Texas
795,1299,2025-05-14,Online,Houston Store,Texas
796,7,2024-03-16,Online,San Francisco Store,California
797,905,2025-05-08,Online,Los Angeles Store,California
798,2029,2023-08-15,Online,Miami Store,Florida
799,616,2024-06-11,Online,Los Angeles Store,California
800,1874,2023-12-20,Online,Los Angeles Store,California
801,770,2024-09-14,Online,Miami Store,Florida
802,2290,2025-10-21,In-Store,Miami Store,Florida
803,1567,2025-07-15,Online,San Francisco Store,California
804,1486,2023-06-10,Online,San Francisco Store,California
805,1441,2025-05-20,In-Store,San Francisco Store,California
806,766,2024-03-19,In-Store,San Francisco Store,California
807,384,2024-04-07,In-Store,San Francisco Store,California
808,2439,2025-11-19,Online,Miami Store,Florida
809,688,2024-04-17,In-Store,Los Angeles Store,California
810,1150,2024-07-10,Online,San Francisco Store,California
811,47,2023-03-21,Online,San Francisco Store,California
812,1973,2025-11-28,Online,Los Angeles Store,California
813,464,2023-08-28,Online,San Francisco Store,California
814,1873,2024-07-10,In-Store,Los Angeles Store,California
815,123,2024-08-12,In-Store,Los Angeles Store,California
816,2182,2023-09-26,Online,Miami Store,Florida
817,1643,2023-12-01,Online,Houston Store,Texas
818,841,2023-11-08,Online,Miami Store,Florida
819,1586,2025-12-12,In-Store,Houston Store,Texas
820,1804,2025-12-27,Online,Houston Store,Texas
821,23,2024-11-24,Online,Houston Store,Texas
822,566,2023-02-03,In-Store,San Francisco Store,California
823,1910,2024-01-21,In-Store,Miami Store,Florida
824,965,2023-09-06,Online,Houston Store,Texas
825,2283,2025-12-06,In-Store,Los Angeles Store,California
826,996,2025-03-04,In-Store,San Francisco Store,California
827,1188,2025-05-01,Online,Miami Store,Florida
828,1795,2025-05-23,In-Store,Houston Store,Texas
829,826,2024-01-11,Online,Los Angeles Store,California
830,216,2024-12-24,In-Store,Miami Store,Florida
831,657,2023-07-21,Online,Miami Store,Florida
832,1114,2024-03-20,Online,San Francisco Store,California
833,1988,2023-10-24,Online,Miami Store,Florida
834,311,2024-05-07,In-Store,San Francisco Store,California
835,557,2023-12-04,Online,Houston Store,Texas
836,2305,2025-07-11,In-Store,San Francisco Store,California
837,1557,2025-12-25,Online,Los Angeles Store,California
838,52,2025-03-02,Online,San Francisco Store,California
839,1362,2025-08-19,In-Store,Los Angeles Store,California
840,1195,2023-11-13,Online,San Francisco Store,California
841,1649,2025-07-30,Online,Miami Store,Florida
842,2348,2024-09-17,In-Store,Houston Store,Texas
843,672,2023-03-16,Online,Los Angeles Store,California
844,778,2025-07-27,Online,San Francisco Store,California
845,832,2023-02-28,Online,San Francisco Store,California
846,2280,2024-01-21,Online,San Francisco Store,California
847,1861,2023-01-15,In-Store,Miami Store,Florida
848,1530,2023-07-18,In-Store,Miami Store,Florida
849,2076,2023-02-04,Online,Los Angeles Store,California
850,1973,2023-06-11,In-Store,Los Angeles Store,California
851,1075,2025-09-08,Online,Miami Store,Florida
852,1717,2025-03-09,In-Store,Los Angeles Store,California
853,1284,2025-06-13,Online,Houston Store,Texas
854,591,2024-04-15,Online,Houston Store,Texas
855,1987,2024-06-14,Online,Miami Store,Florida
856,1002,2025-03-02,Online,Los Angeles Store,California
857,2232,2025-05-01,Online,San Francisco Store,California
858,1047,2023-12-14,Online,Houston Store,Texas
859,2177,2024-11-24,In-Store,Miami Store,Florida
860,2339,2025-07-23,Online,Los Angeles Store,California
861,1856,2025-07-01,In-Store,Miami Store,Florida
862,501,2023-05-27,Online,San Francisco Store,California
863,2234,2024-11-05,In-Store,Houston Store,Texas
864,479,2024-11-17,In-Store,Miami Store,Florida
865,1595,2025-08-17,In-Store,Miami Store,Florida
866,513,2024-11-16,Online,Miami Store,Florida
867,2333,2023-05-01,Online,San Francisco Store,California
868,601,2024-02-23,In-Store,Miami Store,Florida
869,1441,2023-12-16,Online,San Francisco Store,California
870,1124,2023-02-11,In-Store,San Francisco Store,California
871,189,2023-01-29,Online,San Francisco Store,California
872,989,2025-08-23,In-Store,Houston Store,Texas
873,1882,2025-02-23,In-Store,Houston Store,Texas
874,388,2023-01-14,Online,Miami Store,Florida
875,2289,2025-07-08,In-Store,Miami Store,Florida
876,1806,2025-03-28,Online,Houston Store,Texas
877,2034,2025-04-04,In-Store,Los Angeles Store,California
878,1755,2025-05-21,In-Store,Houston Store,Texas
879,2465,2023-10-22,Online,San Francisco Store,California
880,2224,2025-05-13,Online,Houston Store,Texas
881,387,2024-07-01,Online,San Francisco Store,California
882,1495,2025-11-26,In-Store,Miami Store,Florida
883,853,2025-10-04,Online,Los Angeles Store,California
884,452,2025-11-03,In-Store,Miami Store,Florida
885,2325,2024-09-26,In-Store,San Francisco Store,California
886,1759,2024-08-17,Online,San Francisco Store,California
887,213,2024-09-05,Online,San Francisco Store,California
888,41,2025-11-11,In-Store,Los Angeles Store,California
889,1146,2024-04-09,In-Store,Houston Store,Texas
890,2342,2025-08-12,Online,Miami Store,Florida
891,600,2025-07-18,Online,Miami Store,Florida
892,2025,2025-03-09,Online,Houston Store,Texas
893,2031,2024-01-30,Online,Miami Store,Florida
894,1783,2023-09-03,Online,Los Angeles Store,California
895,1852,2024-07-21,In-Store,Miami Store,Florida
896,2499,2023-02-07,In-Store,San Francisco Store,California
897,1780,2023-09-02,In-Store,Houston Store,Texas
898,2382,2023-01-21,In-Store,Los Angeles Store,California
899,1905,2024-01-29,Online,Houston Store,Texas
900,2092,2025-09-13,Online,Los Angeles Store,California
901,144,2023-01-08,Online,San Francisco Store,California
902,333,2023-11-24,In-Store,Houston Store,Texas
903,998,2023-10-17,In-Store,Miami Store,Florida
904,1420,2024-05-25,Online,Los Angeles Store,California
905,55,2025-06-30,Online,Houston Store,Texas
906,1331,2023-12-27,In-Store,Miami Store,Florida
907,1447,2024-12-16,In-Store,Houston Store,Texas
908,1441,2023-08-07,Online,Houston Store,Texas
909,2373,2024-02-10,Online,Houston Store,Texas
910,1734,2025-01-22,In-Store,Los Angeles Store,California
911,1695,2025-07-11,Online,Miami Store,Florida
912,80,2025-04-11,Online,San Francisco Store,California
913,985,2025-03-04,Online,Los Angeles Store,California
914,865,2024-08-17,In-Store,Los Angeles Store,California
915,1588,2023-04-17,In-Store,Los Angeles Store,California
916,472,2024-08-03,In-Store,San Francisco Store,California
917,2122,2024-08-31,In-Store,Miami Store,Florida
918,1577,2023-01-08,In-Store,Miami Store,Florida
919,1503,2025-03-16,In-Store,Miami Store,Florida
920,589,2023-07-08,In-Store,Houston Store,Texas
921,1411,2023-03-22,Online,Houston Store,Texas
922,1906,2023-04-18,Online,Houston Store,Texas
923,564,2024-11-16,Online,San Francisco Store,California
924,467,2023-12-12,Online,Houston Store,Texas
925,599,2023-11-24,Online,San Francisco Store,California
926,1645,2024-07-08,Online,Miami Store,Florida
927,992,2023-10-29,Online,Houston Store,Texas
928,1933,2023-07-19,In-Store,Houston Store,Texas
929,2296,2025-06-11,In-Store,Los Angeles Store,California
930,1605,2025-11-28,Online,San Francisco Store,California
931,67,2023-11-03,Online,Miami Store,Florida
932,470,2025-10-24,In-Store,Los Angeles Store,California
933,1725,2024-04-12,Online,Los Angeles Store,California
934,2334,2023-06-28,Online,Miami Store,Florida
935,1632,2024-10-06,In-Store,Los Angeles Store,California
936,2360,2023-10-03,Online,San Francisco Store,California
937,2357,2024-09-12,In-Store,San Francisco Store,California
938,775,2024-09-29,Online,Houston Store,Texas
939,1137,2025-07-18,In-Store,Los Angeles Store,California
940,2012,2023-07-02,In-Store,Houston Store,Texas
941,1487,2023-03-13,In-Store,Los Angeles Store,California
942,132,2024-12-19,Online,San Francisco Store,California
943,930,2024-12-26,In-Store,San Francisco Store,California
944,929,2023-09-26,Online,San Francisco Store,California
945,2169,2025-11-09,Online,Los Angeles Store,California
946,1221,2024-07-31,Online,San Francisco Store,California
947,1506,2025-09-21,Online,Los Angeles Store,California
948,634,2025-03-25,In-Store,Houston Store,Texas
949,1063,2023-05-27,In-Store,Los Angeles Store,California
950,1185,2025-06-08,Online,Houston Store,Texas
951,289,2023-11-06,Online,Los Angeles Store,California
952,2248,2024-06-01,In-Store,Houston Store,Texas
953,1812,2023-01-14,Online,San Francisco Store,California
954,528,2023-05-12,In-Store,Houston Store,Texas
955,917,2025-01-24,Online,San Francisco Store,California
956,1709,2024-03-14,Online,San Francisco Store,California
957,1407,2025-01-12,In-Store,Houston Store,Texas
958,1242,2025-01-09,Online,Los Angeles Store,California
959,1111,2025-03-05,In-Store,Los Angeles Store,California
960,799,2023-09-20,Online,Miami Store,Florida
961,1524,2024-10-04,Online,Los Angeles Store,California
962,12,2023-09-15,Online,Miami Store,Florida
963,833,2024-02-13,In-Store,Los Angeles Store,California
964,1242,2025-09-01,Online,Los Angeles Store,California
965,1673,2025-11-13,Online,San Francisco Store,California
966,2154,2023-09-28,Online,Miami Store,Florida
967,691,2023-05-22,Online,Los Angeles Store,California
968,528,2025-06-20,In-Store,Miami Store,Florida
969,1496,2025-08-31,In-Store,San Francisco Store,California
970,893,2023-10-01,Online,San Francisco Store,California
971,387,2023-10-03,In-Store,Miami Store,Florida
972,1250,2024-04-09,Online,San Francisco Store,California
973,1778,2025-11-28,Online,Houston Store,Texas
974,408,2023-10-15,Online,Houston Store,Texas
975,1677,2025-05-25,In-Store,San Francisco Store,California
976,898,2025-05-27,In-Store,Houston Store,Texas
977,711,2023-06-29,In-Store,Los Angeles Store,California
978,1683,2024-03-22,In-Store,Miami Store,Florida
979,918,2025-02-23,In-Store,Los Angeles Store,California
980,2251,2024-07-14,In-Store,Miami Store,Florida
981,417,2024-04-28,In-Store,San Francisco Store,California
982,416,2025-04-28,In-Store,Los Angeles Store,California
983,1472,2024-12-22,In-Store,San Francisco Store,California
984,1536,2023-04-26,Online,San Francisco Store,California
985,85,2024-06-18,In-Store,Miami Store,Florida
986,167,2024-02-11,In-Store,Miami Store,Florida
987,2432,2024-11-24,In-Store,Miami Store,Florida
988,1096,2024-05-09,In-Store,Los Angeles Store,California
989,810,2025-08-05,In-Store,Houston Store,Texas
990,1545,2023-01-23,In-Store,Miami Store,Florida
991,1817,2024-07-11,In-Store,Miami Store,Florida
992,993,2025-07-29,In-Store,Los Angeles Store,California
993,1282,2025-05-04,In-Store,Miami Store,Florida
994,275,2025-11-04,In-Store,Los Angeles Store,California
995,1774,2025-06-09,In-Store,San Francisco Store,California
996,1757,2023-03-19,Online,Miami Store,Florida
997,2374,2025-03-17,Online,Miami Store,Florida
998,892,2025-11-07,In-Store,San Francisco Store,California
999,89,2025-02-06,In-Store,San Francisco Store,California
1000,708,2024-03-29,Online,San Francisco Store,California
1001,2398,2025-07-16,In-Store,Miami Store,Florida
1002,387,2023-10-04,Online,Houston Store,Texas
1003,2135,2025-11-16,Online,Houston Store,Texas
1004,2355,2024-05-28,Online,Houston Store,Texas
1005,1874,2024-04-08,Online,Miami Store,Florida
1006,1178,2025-03-17,Online,San Francisco Store,California
1007,440,2025-04-03,In-Store,Miami Store,Florida
1008,2312,2023-12-29,Online,San Francisco Store,California
1009,977,2025-01-20,In-Store,Miami Store,Florida
1010,735,2024-06-08,In-Store,Miami Store,Florida
1011,2469,2023-02-25,Online,San Francisco Store,California
1012,633,2024-05-03,Online,Houston Store,Texas
1013,993,2025-11-17,In-Store,San Francisco Store,California
1014,2459,2024-12-22,Online,Los Angeles Store,California
1015,173,2023-02-10,Online,Los Angeles Store,California
1016,4,2025-09-30,In-Store,San Francisco Store,California
1017,1664,2023-09-17,In-Store,Miami Store,Florida
1018,2016,2024-03-16,Online,Los Angeles Store,California
1019,1496,2025-07-14,In-Store,Los Angeles Store,California
1020,1061,2025-05-05,Online,Miami Store,Florida
1021,1055,2023-03-25,Online,Miami Store,Florida
1022,381,2023-02-15,Online,Houston Store,Texas
1023,1292,2024-03-15,In-Store,Miami Store,Florida
1024,2392,2025-09-12,In-Store,San Francisco Store,California
1025,1593,2023-05-16,In-Store,San Francisco Store,California
1026,166,2025-06-27,In-Store,Houston Store,Texas
1027,2390,2025-05-10,In-Store,Los Angeles Store,California
1028,1043,2025-02-26,Online,Los Angeles Store,California
1029,1652,2024-08-12,Online,Miami Store,Florida
1030,1208,2025-08-13,Online,San Francisco Store,California
1031,545,2024-11-20,Online,Los Angeles Store,California
1032,2240,2024-06-22,In-Store,Houston Store,Texas
1033,2368,2024-12-08,Online,Houston Store,Texas
1034,2475,2023-10-22,In-Store,San Francisco Store,California
1035,97,2023-02-22,Online,Houston Store,Texas
1036,1302,2025-03-16,In-Store,Houston Store,Texas
1037,2057,2023-02-21,In-Store,San Francisco Store,California
1038,457,2024-12-28,Online,Miami Store,Florida
1039,1819,2023-03-13,Online,Miami Store,Florida
1040,273,2023-01-28,Online,Houston Store,Texas
1041,1032,2024-04-13,Online,Miami Store,Florida
1042,208,2025-02-02,In-Store,Miami Store,Florida
1043,1938,2025-06-04,Online,Houston Store,Texas
1044,1661,2025-06-30,Online,Miami Store,Florida
1045,1147,2024-06-30,In-Store,Houston Store,Texas
1046,1057,2023-07-20,Online,Los Angeles Store,California
1047,1537,2025-03-30,Online,San Francisco Store,California
1048,204,2024-07-13,Online,San Francisco Store,California
1049,1833,2024-01-14,Online,Miami Store,Florida
1050,443,2025-12-11,Online,Miami Store,Florida
1051,689,2023-03-20,In-Store,Miami Store,Florida
1052,833,2025-04-13,Online,San Francisco Store,California
1053,2387,2025-10-28,Online,Los Angeles Store,California
1054,1462,2023-01-25,Online,Los Angeles Store,California
1055,1160,2024-03-25,Online,San Francisco Store,California
1056,387,2025-02-06,Online,Los Angeles Store,California
1057,2042,2025-01-24,In-Store,San Francisco Store,California
1058,1349,2023-07-17,Online,Los Angeles Store,California
1059,1719,2024-03-12,In-Store,Houston Store,Texas
1060,680,2024-11-20,In-Store,Houston Store,Texas
1061,690,2024-08-09,Online,San Francisco Store,California
1062,1569,2023-04-14,Online,Los Angeles Store,California
1063,1170,2024-09-18,Online,Miami Store,Florida
1064,893,2025-11-28,Online,Los Angeles Store,California
1065,953,2024-04-02,In-Store,Houston Store,Texas
1066,1255,2023-12-30,Online,Houston Store,Texas
1067,784,2023-05-15,Online,Los Angeles Store,California
1068,2047,2024-01-09,Online,Los Angeles Store,California
1069,1872,2023-02-08,Online,Miami Store,Florida
1070,495,2025-03-29,Online,Miami Store,Florida
1071,747,2023-02-16,Online,Los Angeles Store,California
1072,2485,2023-02-05,In-Store,Los Angeles Store,California
1073,1855,2023-04-05,In-Store,Los Angeles Store,California
1074,2393,2025-09-11,Online,Los Angeles Store,California
1075,2192,2024-01-03,Online,San Francisco Store,California
1076,657,2023-03-06,Online,Los Angeles Store,California
1077,1883,2025-01-23,In-Store,Miami Store,Florida
